transcript_id,token,label
T0361,200000,B-ANNUAL_INCOME
T0362,Namaste,O
T0362,main,O
T0362,35,B-AGE
T0362,varsh,O
T0362,ka,O
T0362,rehri,B-OCCUPATION
T0362,wala,I-OCCUPATION
T0362,hu,O
T0362,Bihar,B-STATE
T0362,se,O
T0362,Meri,O
T0362,income,O
T0362,120000,B-ANNUAL_INCOME
T0362,rupaye,O
T0362,hai,O
T0362,aur,O
T0362,main,O
T0362,SC,B-CASTE_CATEGORY
T0362,varg,O
T0362,se,O
T0362,hoon,O
T0362,Main,O
T0362,divyang,B-DISABILITY
T0362,hu,O
T0363,Hi,O
T0363,I,O
T0363,am,O
T0363,29,B-AGE
T0363,years,O
T0363,old,O
T0363,student,O
T0363,from,O
T0363,Madhya,B-STATE
T0363,Pradesh,I-STATE
T0363,My,O
T0363,family,O
T0363,income,O
T0363,is,O
T0363,600000,B-ANNUAL_INCOME
T0363,and,O
T0363,I,O
T0363,am,O
T0363,differently,B-DISABILITY
T0363,abled,I-DISABILITY
T0364,Namaste,O
T0364,main,O
T0364,29,B-AGE
T0364,varsh,O
T0364,ka,O
T0364,street,B-OCCUPATION
T0364,vendor,I-OCCUPATION
T0364,hu,O
T0364,Karnataka,B-STATE
T0364,se,O
T0364,Meri,O
T0364,income,O
T0364,200000,B-ANNUAL_INCOME
T0364,rupaye,O
T0364,hai,O
T0364,aur,O
T0364,main,O
T0364,OBC,B-CASTE_CATEGORY
T0364,varg,O
T0364,se,O
T0364,hoon,O
T0364,Main,O
T0364,divyang,B-DISABILITY
T0364,hu,O
T0365,I,O
T0365,belong,O
T0365,to,O
T0365,SC,B-CASTE_CATEGORY
T0365,category,O
T0365,from,O
T0365,Maharashtra,B-STATE
T0365,Age,O
T0365,is,O
T0365,47,B-AGE
T0365,profession,O
T0365,is,O
T0365,rehri,B-OCCUPATION
T0365,wala,I-OCCUPATION
T0365,income,O
T0365,around,O
T0365,80000,B-ANNUAL_INCOME
T0366,Main,O
T0366,Madhya,B-STATE
T0366,Pradesh,I-STATE
T0366,se,O
T0366,ek,O
T0366,street,B-OCCUPATION
T0366,vendor,I-OCCUPATION
T0366,hu,O
T0366,meri,O
T0366,umar,O
T0366,26,B-AGE
T0366,saal,O
T0366,hai,O
T0366,aur,O
T0366,saalana,O
T0366,kamai,O
T0366,350000,B-ANNUAL_INCOME
T0366,rupe,O
T0366,hai,O
T0367,I,O
T0367,belong,O
T0367,to,O
T0367,SC,B-CASTE_CATEGORY
T0367,category,O
T0367,from,O
T0367,West,B-STATE
T0367,Bengal,I-STATE
T0367,Age,O
T0367,is,O
T0367,31,B-AGE
T0367,profession,O
T0367,is,O
T0367,labour,B-OCCUPATION
T0367,income,O
T0367,around,O
T0367,80000,B-ANNUAL_INCOME
T0368,Namaste,O
T0368,main,O
T0368,60,B-AGE
T0368,varsh,O
T0368,ka,O
T0368,student,B-OCCUPATION
T0368,hu,O
T0368,Rajasthan,B-STATE
T0368,se,O
T0368,Meri,O
T0368,income,O
T0368,200000,B-ANNUAL_INCOME
T0368,rupaye,O
T0368,hai,O
T0368,aur,O
T0368,main,O
T0368,SC,B-CASTE_CATEGORY
T0368,varg,O
T0368,se,O
T0368,hoon,O
T0368,Main,O
T0368,divyang,B-DISABILITY
T0368,hu,O
T0369,I,O
T0369,am,O
T0369,a,O
T0369,44,B-AGE
T0369,year,O
T0369,old,O
T0369,female,B-GENDER
T0369,berojgar,B-OCCUPATION
T0369,living,O
T0369,in,O
T0369,Rajasthan,B-STATE
T0369,My,O
T0369,annual,O
T0369,household,O
T0369,income,O
T0369,is,O
T0369,120000,B-ANNUAL_INCOME
T0369,rupees,O
T0370,Namaste,O
T0370,main,O
T0370,30,B-AGE
T0370,varsh,O
T0370,ka,O
T0370,kisan,B-OCCUPATION
T0370,hu,O
T0370,Tamil,B-STATE
T0370,Nadu,I-STATE
T0370,se,O
T0370,Meri,O
T0370,income,O
T0370,45000,B-ANNUAL_INCOME
T0370,rupaye,O
T0370,hai,O
T0370,aur,O
T0370,main,O
T0370,ST,B-CASTE_CATEGORY
T0370,varg,O
T0370,se,O
T0370,hoon,O
T0370,Main,O
T0370,divyang,B-DISABILITY
T0370,hu,O
T0371,Mera,O
T0371,naam,O
T0371,Ramesh,O
T0371,hai,O
T0371,main,O
T0371,Bihar,B-STATE
T0371,ka,O
T0371,rehne,O
T0371,wala,O
T0371,hu,O
T0371,Main,O
T0371,SC,B-CASTE_CATEGORY
T0371,category,O
T0371,se,O
T0371,ek,O
T0371,mahila,B-GENDER
T0371,hu,O
T0371,aur,O
T0371,farmer,B-OCCUPATION
T0371,hu,O
T0371,Aamdani,O
T0371,350000,B-ANNUAL_INCOME
T0371,per,O
T0371,year,O
T0371,hai,O
T0372,Main,O
T0372,Madhya,B-STATE
T0372,Pradesh,I-STATE
T0372,se,O
T0372,ek,O
T0372,unemployed,B-OCCUPATION
T0372,hu,O
T0372,meri,O
T0372,umar,O
T0372,35,B-AGE
T0372,saal,O
T0372,hai,O
T0372,aur,O
T0372,saalana,O
T0372,kamai,O
T0372,200000,B-ANNUAL_INCOME
T0372,rupe,O
T0372,hai,O
T0373,I,O
T0373,am,O
T0373,a,O
T0373,62,B-AGE
T0373,year,O
T0373,old,O
T0373,male,B-GENDER
T0373,bunkar,B-OCCUPATION
T0373,living,O
T0373,in,O
T0373,Rajasthan,B-STATE
T0373,My,O
T0373,annual,O
T0373,household,O
T0373,income,O
T0373,is,O
T0373,600000,B-ANNUAL_INCOME
T0373,rupees,O
T0374,Namaste,O
T0374,main,O
T0374,50,B-AGE
T0374,varsh,O
T0374,ka,O
T0374,labour,B-OCCUPATION
T0374,hu,O
T0374,Madhya,B-STATE
T0374,Pradesh,I-STATE
T0374,se,O
T0374,Meri,O
T0374,income,O
T0374,200000,B-ANNUAL_INCOME
T0374,rupaye,O
T0374,hai,O
T0374,aur,O
T0374,main,O
T0374,General,B-CASTE_CATEGORY
T0374,varg,O
T0374,se,O
T0374,hoon,O
T0374,Main,O
T0374,divyang,B-DISABILITY
T0374,hu,O
T0375,Hi,O
T0375,I,O
T0375,am,O
T0375,19,B-AGE
T0375,years,O
T0375,old,O
T0375,student,O
T0375,from,O
T0375,Tamil,B-STATE
T0375,Nadu,I-STATE
T0375,My,O
T0375,family,O
T0375,income,O
T0375,is,O
T0375,600000,B-ANNUAL_INCOME
T0375,and,O
T0375,I,O
T0375,am,O
T0375,differently,B-DISABILITY
T0375,abled,I-DISABILITY
T0376,I,O
T0376,am,O
T0376,a,O
T0376,35,B-AGE
T0376,year,O
T0376,old,O
T0376,male,B-GENDER
T0376,weaver,B-OCCUPATION
T0376,living,O
T0376,in,O
T0376,West,B-STATE
T0376,Bengal,I-STATE
T0376,My,O
T0376,annual,O
T0376,household,O
T0376,income,O
T0376,is,O
T0376,45000,B-ANNUAL_INCOME
T0376,rupees,O
T0377,Main,O
T0377,Tamil,B-STATE
T0377,Nadu,I-STATE
T0377,se,O
T0377,ek,O
T0377,student,B-OCCUPATION
T0377,hu,O
T0377,meri,O
T0377,umar,O
T0377,33,B-AGE
T0377,saal,O
T0377,hai,O
T0377,aur,O
T0377,saalana,O
T0377,kamai,O
T0377,45000,B-ANNUAL_INCOME
T0377,rupe,O
T0377,hai,O
T0378,I,O
T0378,am,O
T0378,a,O
T0378,51,B-AGE
T0378,year,O
T0378,old,O
T0378,male,B-GENDER
T0378,street,B-OCCUPATION
T0378,vendor,I-OCCUPATION
T0378,living,O
T0378,in,O
T0378,Bihar,B-STATE
T0378,My,O
T0378,annual,O
T0378,household,O
T0378,income,O
T0378,is,O
T0378,120000,B-ANNUAL_INCOME
T0378,rupees,O
T0379,Main,O
T0379,Uttar,B-STATE
T0379,Pradesh,I-STATE
T0379,se,O
T0379,ek,O
T0379,rehri,B-OCCUPATION
T0379,wala,I-OCCUPATION
T0379,hu,O
T0379,meri,O
T0379,umar,O
T0379,61,B-AGE
T0379,saal,O
T0379,hai,O
T0379,aur,O
T0379,saalana,O
T0379,kamai,O
T0379,350000,B-ANNUAL_INCOME
T0379,rupe,O
T0379,hai,O
T0380,Namaste,O
T0380,main,O
T0380,55,B-AGE
T0380,varsh,O
T0380,ka,O
T0380,student,B-OCCUPATION
T0380,hu,O
T0380,Maharashtra,B-STATE
T0380,se,O
T0380,Meri,O
T0380,income,O
T0380,45000,B-ANNUAL_INCOME
T0380,rupaye,O
T0380,hai,O
T0380,aur,O
T0380,main,O
T0380,SC,B-CASTE_CATEGORY
T0380,varg,O
T0380,se,O
T0380,hoon,O
T0380,Main,O
T0380,divyang,B-DISABILITY
T0380,hu,O
T0381,Mera,O
T0381,naam,O
T0381,Ramesh,O
T0381,hai,O
T0381,main,O
T0381,Tamil,B-STATE
T0381,Nadu,I-STATE
T0381,ka,O
T0381,rehne,O
T0381,wala,O
T0381,hu,O
T0381,Main,O
T0381,General,B-CASTE_CATEGORY
T0381,category,O
T0381,se,O
T0381,ek,O
T0381,mahila,B-GENDER
T0381,hu,O
T0381,aur,O
T0381,bunkar,B-OCCUPATION
T0381,hu,O
T0381,Aamdani,O
T0381,80000,B-ANNUAL_INCOME
T0381,per,O
T0381,year,O
T0381,hai,O
T0382,I,O
T0382,belong,O
T0382,to,O
T0382,General,B-CASTE_CATEGORY
T0382,category,O
T0382,from,O
T0382,Madhya,B-STATE
T0382,Pradesh,I-STATE
T0382,Age,O
T0382,is,O
T0382,45,B-AGE
T0382,profession,O
T0382,is,O
T0382,mazdoor,B-OCCUPATION
T0382,income,O
T0382,around,O
T0382,120000,B-ANNUAL_INCOME
T0383,Namaste,O
T0383,main,O
T0383,42,B-AGE
T0383,varsh,O
T0383,ka,O
T0383,kisan,B-OCCUPATION
T0383,hu,O
T0383,Bihar,B-STATE
T0383,se,O
T0383,Meri,O
T0383,income,O
T0383,0,B-ANNUAL_INCOME
T0383,rupaye,O
T0383,hai,O
T0383,aur,O
T0383,main,O
T0383,SC,B-CASTE_CATEGORY
T0383,varg,O
T0383,se,O
T0383,hoon,O
T0383,Main,O
T0383,divyang,B-DISABILITY
T0383,hu,O
T0384,I,O
T0384,belong,O
T0384,to,O
T0384,General,B-CASTE_CATEGORY
T0384,category,O
T0384,from,O
T0384,Karnataka,B-STATE
T0384,Age,O
T0384,is,O
T0384,33,B-AGE
T0384,profession,O
T0384,is,O
T0384,farmer,B-OCCUPATION
T0384,income,O
T0384,around,O
T0384,200000,B-ANNUAL_INCOME
T0385,Mera,O
T0385,naam,O
T0385,Ramesh,O
T0385,hai,O
T0385,main,O
T0385,Uttar,B-STATE
T0385,Pradesh,I-STATE
T0385,ka,O
T0385,rehne,O
T0385,wala,O
T0385,hu,O
T0385,Main,O
T0385,General,B-CASTE_CATEGORY
T0385,category,O
T0385,se,O
T0385,ek,O
T0385,purush,B-GENDER
T0385,hu,O
T0385,aur,O
T0385,farmer,B-OCCUPATION
T0385,hu,O
T0385,Aamdani,O
T0385,120000,B-ANNUAL_INCOME
T0385,per,O
T0385,year,O
T0385,hai,O
T0386,Main,O
T0386,Maharashtra,B-STATE
T0386,se,O
T0386,ek,O
T0386,labour,B-OCCUPATION
T0386,hu,O
T0386,meri,O
T0386,umar,O
T0386,45,B-AGE
T0386,saal,O
T0386,hai,O
T0386,aur,O
T0386,saalana,O
T0386,kamai,O
T0386,0,B-ANNUAL_INCOME
T0386,rupe,O
T0386,hai,O
T0387,Mera,O
T0387,naam,O
T0387,Ramesh,O
T0387,hai,O
T0387,main,O
T0387,Maharashtra,B-STATE
T0387,ka,O
T0387,rehne,O
T0387,wala,O
T0387,hu,O
T0387,Main,O
T0387,ST,B-CASTE_CATEGORY
T0387,category,O
T0387,se,O
T0387,ek,O
T0387,mahila,B-GENDER
T0387,hu,O
T0387,aur,O
T0387,berojgar,B-OCCUPATION
T0387,hu,O
T0387,Aamdani,O
T0387,600000,B-ANNUAL_INCOME
T0387,per,O
T0387,year,O
T0387,hai,O
T0388,I,O
T0388,am,O
T0388,a,O
T0388,24,B-AGE
T0388,year,O
T0388,old,O
T0388,female,B-GENDER
T0388,labour,B-OCCUPATION
T0388,living,O
T0388,in,O
T0388,Tamil,B-STATE
T0388,Nadu,I-STATE
T0388,My,O
T0388,annual,O
T0388,household,O
T0388,income,O
T0388,is,O
T0388,0,B-ANNUAL_INCOME
T0388,rupees,O
T0389,I,O
T0389,belong,O
T0389,to,O
T0389,General,B-CASTE_CATEGORY
T0389,category,O
T0389,from,O
T0389,Rajasthan,B-STATE
T0389,Age,O
T0389,is,O
T0389,47,B-AGE
T0389,profession,O
T0389,is,O
T0389,berojgar,B-OCCUPATION
T0389,income,O
T0389,around,O
T0389,200000,B-ANNUAL_INCOME
T0390,Mera,O
T0390,naam,O
T0390,Ramesh,O
T0390,hai,O
T0390,main,O
T0390,Karnataka,B-STATE
T0390,ka,O
T0390,rehne,O
T0390,wala,O
T0390,hu,O
T0390,Main,O
T0390,ST,B-CASTE_CATEGORY
T0390,category,O
T0390,se,O
T0390,ek,O
T0390,mahila,B-GENDER
T0390,hu,O
T0390,aur,O
T0390,mazdoor,B-OCCUPATION
T0390,hu,O
T0390,Aamdani,O
T0390,45000,B-ANNUAL_INCOME
T0390,per,O
T0390,year,O
T0390,hai,O
T0391,Main,O
T0391,Bihar,B-STATE
T0391,se,O
T0391,ek,O
T0391,artisan,B-OCCUPATION
T0391,hu,O
T0391,meri,O
T0391,umar,O
T0391,31,B-AGE
T0391,saal,O
T0391,hai,O
T0391,aur,O
T0391,saalana,O
T0391,kamai,O
T0391,80000,B-ANNUAL_INCOME
T0391,rupe,O
T0391,hai,O
T0392,Main,O
T0392,Bihar,B-STATE
T0392,se,O
T0392,ek,O
T0392,mazdoor,B-OCCUPATION
T0392,hu,O
T0392,meri,O
T0392,umar,O
T0392,53,B-AGE
T0392,saal,O
T0392,hai,O
T0392,aur,O
T0392,saalana,O
T0392,kamai,O
T0392,80000,B-ANNUAL_INCOME
T0392,rupe,O
T0392,hai,O
T0393,Main,O
T0393,Rajasthan,B-STATE
T0393,se,O
T0393,ek,O
T0393,labour,B-OCCUPATION
T0393,hu,O
T0393,meri,O
T0393,umar,O
T0393,52,B-AGE
T0393,saal,O
T0393,hai,O
T0393,aur,O
T0393,saalana,O
T0393,kamai,O
T0393,0,B-ANNUAL_INCOME
T0393,rupe,O
T0393,hai,O
T0394,Namaste,O
T0394,main,O
T0394,54,B-AGE
T0394,varsh,O
T0394,ka,O
T0394,weaver,B-OCCUPATION
T0394,hu,O
T0394,Tamil,B-STATE
T0394,Nadu,I-STATE
T0394,se,O
T0394,Meri,O
T0394,income,O
T0394,80000,B-ANNUAL_INCOME
T0394,rupaye,O
T0394,hai,O
T0394,aur,O
T0394,main,O
T0394,General,B-CASTE_CATEGORY
T0394,varg,O
T0394,se,O
T0394,hoon,O
T0394,Main,O
T0394,divyang,B-DISABILITY
T0394,hu,O
T0395,Main,O
T0395,West,B-STATE
T0395,Bengal,I-STATE
T0395,se,O
T0395,ek,O
T0395,weaver,B-OCCUPATION
T0395,hu,O
T0395,meri,O
T0395,umar,O
T0395,43,B-AGE
T0395,saal,O
T0395,hai,O
T0395,aur,O
T0395,saalana,O
T0395,kamai,O
T0395,600000,B-ANNUAL_INCOME
T0395,rupe,O
T0395,hai,O
T0396,Namaste,O
T0396,main,O
T0396,64,B-AGE
T0396,varsh,O
T0396,ka,O
T0396,daily,B-OCCUPATION
T0396,wage,I-OCCUPATION
T0396,worker,I-OCCUPATION
T0396,hu,O
T0396,Madhya,B-STATE
T0396,Pradesh,I-STATE
T0396,se,O
T0396,Meri,O
T0396,income,O
T0396,0,B-ANNUAL_INCOME
T0396,rupaye,O
T0396,hai,O
T0396,aur,O
T0396,main,O
T0396,OBC,B-CASTE_CATEGORY
T0396,varg,O
T0396,se,O
T0396,hoon,O
T0396,Main,O
T0396,divyang,B-DISABILITY
T0396,hu,O
T0397,Hi,O
T0397,I,O
T0397,am,O
T0397,19,B-AGE
T0397,years,O
T0397,old,O
T0397,student,O
T0397,from,O
T0397,Madhya,B-STATE
T0397,Pradesh,I-STATE
T0397,My,O
T0397,family,O
T0397,income,O
T0397,is,O
T0397,0,B-ANNUAL_INCOME
T0397,and,O
T0397,I,O
T0397,am,O
T0397,differently,B-DISABILITY
T0397,abled,I-DISABILITY
T0398,Mera,O
T0398,naam,O
T0398,Ramesh,O
T0398,hai,O
T0398,main,O
T0398,West,B-STATE
T0398,Bengal,I-STATE
T0398,ka,O
T0398,rehne,O
T0398,wala,O
T0398,hu,O
T0398,Main,O
T0398,OBC,B-CASTE_CATEGORY
T0398,category,O
T0398,se,O
T0398,ek,O
T0398,purush,B-GENDER
T0398,hu,O
T0398,aur,O
T0398,mazdoor,B-OCCUPATION
T0398,hu,O
T0398,Aamdani,O
T0398,200000,B-ANNUAL_INCOME
T0398,per,O
T0398,year,O
T0398,hai,O
T0399,I,O
T0399,am,O
T0399,a,O
T0399,51,B-AGE
T0399,year,O
T0399,old,O
T0399,female,B-GENDER
T0399,weaver,B-OCCUPATION
T0399,living,O
T0399,in,O
T0399,Bihar,B-STATE
T0399,My,O
T0399,annual,O
T0399,household,O
T0399,income,O
T0399,is,O
T0399,120000,B-ANNUAL_INCOME
T0399,rupees,O
T0400,Mera,O
T0400,naam,O
T0400,Ramesh,O
T0400,hai,O
T0400,main,O
T0400,Karnataka,B-STATE
T0400,ka,O
T0400,rehne,O
T0400,wala,O
T0400,hu,O
T0400,Main,O
T0400,General,B-CASTE_CATEGORY
T0400,category,O
T0400,se,O
T0400,ek,O
T0400,mahila,B-GENDER
T0400,hu,O
T0400,aur,O
T0400,rehri,B-OCCUPATION
T0400,wala,I-OCCUPATION
T0400,hu,O
T0400,Aamdani,O
T0400,600000,B-ANNUAL_INCOME
T0400,per,O
T0400,year,O
T0400,hai,O
T0401,I,O
T0401,am,O
T0401,a,O
T0401,59,B-AGE
T0401,year,O
T0401,old,O
T0401,female,B-GENDER
T0401,unemployed,B-OCCUPATION
T0401,living,O
T0401,in,O
T0401,Madhya,B-STATE
T0401,Pradesh,I-STATE
T0401,My,O
T0401,annual,O
T0401,household,O
T0401,income,O
T0401,is,O
T0401,0,B-ANNUAL_INCOME
T0401,rupees,O
T0402,I,O
T0402,belong,O
T0402,to,O
T0402,OBC,B-CASTE_CATEGORY
T0402,category,O
T0402,from,O
T0402,Madhya,B-STATE
T0402,Pradesh,I-STATE
T0402,Age,O
T0402,is,O
T0402,49,B-AGE
T0402,profession,O
T0402,is,O
T0402,daily,B-OCCUPATION
T0402,wage,I-OCCUPATION
T0402,worker,I-OCCUPATION
T0402,income,O
T0402,around,O
T0402,600000,B-ANNUAL_INCOME
T0403,Main,O
T0403,West,B-STATE
T0403,Bengal,I-STATE
T0403,se,O
T0403,ek,O
T0403,berojgar,B-OCCUPATION
T0403,hu,O
T0403,meri,O
T0403,umar,O
T0403,36,B-AGE
T0403,saal,O
T0403,hai,O
T0403,aur,O
T0403,saalana,O
T0403,kamai,O
T0403,200000,B-ANNUAL_INCOME
T0403,rupe,O
T0403,hai,O
T0404,I,O
T0404,am,O
T0404,a,O
T0404,21,B-AGE
T0404,year,O
T0404,old,O
T0404,male,B-GENDER
T0404,unemployed,B-OCCUPATION
T0404,living,O
T0404,in,O
T0404,Maharashtra,B-STATE
T0404,My,O
T0404,annual,O
T0404,household,O
T0404,income,O
T0404,is,O
T0404,200000,B-ANNUAL_INCOME
T0404,rupees,O
T0405,Main,O
T0405,Madhya,B-STATE
T0405,Pradesh,I-STATE
T0405,se,O
T0405,ek,O
T0405,mazdoor,B-OCCUPATION
T0405,hu,O
T0405,meri,O
T0405,umar,O
T0405,26,B-AGE
T0405,saal,O
T0405,hai,O
T0405,aur,O
T0405,saalana,O
T0405,kamai,O
T0405,0,B-ANNUAL_INCOME
T0405,rupe,O
T0405,hai,O
T0406,Main,O
T0406,West,B-STATE
T0406,Bengal,I-STATE
T0406,se,O
T0406,ek,O
T0406,daily,B-OCCUPATION
T0406,wage,I-OCCUPATION
T0406,worker,I-OCCUPATION
T0406,hu,O
T0406,meri,O
T0406,umar,O
T0406,56,B-AGE
T0406,saal,O
T0406,hai,O
T0406,aur,O
T0406,saalana,O
T0406,kamai,O
T0406,600000,B-ANNUAL_INCOME
T0406,rupe,O
T0406,hai,O
T0407,Mera,O
T0407,naam,O
T0407,Ramesh,O
T0407,hai,O
T0407,main,O
T0407,Tamil,B-STATE
T0407,Nadu,I-STATE
T0407,ka,O
T0407,rehne,O
T0407,wala,O
T0407,hu,O
T0407,Main,O
T0407,OBC,B-CASTE_CATEGORY
T0407,category,O
T0407,se,O
T0407,ek,O
T0407,purush,B-GENDER
T0407,hu,O
T0407,aur,O
T0407,street,B-OCCUPATION
T0407,vendor,I-OCCUPATION
T0407,hu,O
T0407,Aamdani,O
T0407,120000,B-ANNUAL_INCOME
T0407,per,O
T0407,year,O
T0407,hai,O
T0408,I,O
T0408,am,O
T0408,a,O
T0408,40,B-AGE
T0408,year,O
T0408,old,O
T0408,male,B-GENDER
T0408,chhatra,B-OCCUPATION
T0408,living,O
T0408,in,O
T0408,Maharashtra,B-STATE
T0408,My,O
T0408,annual,O
T0408,household,O
T0408,income,O
T0408,is,O
T0408,200000,B-ANNUAL_INCOME
T0408,rupees,O
T0409,I,O
T0409,belong,O
T0409,to,O
T0409,General,B-CASTE_CATEGORY
T0409,category,O
T0409,from,O
T0409,Bihar,B-STATE
T0409,Age,O
T0409,is,O
T0409,45,B-AGE
T0409,profession,O
T0409,is,O
T0409,daily,B-OCCUPATION
T0409,wage,I-OCCUPATION
T0409,worker,I-OCCUPATION
T0409,income,O
T0409,around,O
T0409,45000,B-ANNUAL_INCOME
T0410,I,O
T0410,belong,O
T0410,to,O
T0410,SC,B-CASTE_CATEGORY
T0410,category,O
T0410,from,O
T0410,Maharashtra,B-STATE
T0410,Age,O
T0410,is,O
T0410,19,B-AGE
T0410,profession,O
T0410,is,O
T0410,bunkar,B-OCCUPATION
T0410,income,O
T0410,around,O
T0410,350000,B-ANNUAL_INCOME
T0411,Main,O
T0411,Bihar,B-STATE
T0411,se,O
T0411,ek,O
T0411,berojgar,B-OCCUPATION
T0411,hu,O
T0411,meri,O
T0411,umar,O
T0411,51,B-AGE
T0411,saal,O
T0411,hai,O
T0411,aur,O
T0411,saalana,O
T0411,kamai,O
T0411,80000,B-ANNUAL_INCOME
T0411,rupe,O
T0411,hai,O
T0412,I,O
T0412,am,O
T0412,a,O
T0412,59,B-AGE
T0412,year,O
T0412,old,O
T0412,female,B-GENDER
T0412,labour,B-OCCUPATION
T0412,living,O
T0412,in,O
T0412,Bihar,B-STATE
T0412,My,O
T0412,annual,O
T0412,household,O
T0412,income,O
T0412,is,O
T0412,200000,B-ANNUAL_INCOME
T0412,rupees,O
T0413,Hi,O
T0413,I,O
T0413,am,O
T0413,57,B-AGE
T0413,years,O
T0413,old,O
T0413,student,O
T0413,from,O
T0413,Madhya,B-STATE
T0413,Pradesh,I-STATE
T0413,My,O
T0413,family,O
T0413,income,O
T0413,is,O
T0413,200000,B-ANNUAL_INCOME
T0413,and,O
T0413,I,O
T0413,am,O
T0413,differently,B-DISABILITY
T0413,abled,I-DISABILITY
T0414,Main,O
T0414,Maharashtra,B-STATE
T0414,se,O
T0414,ek,O
T0414,student,B-OCCUPATION
T0414,hu,O
T0414,meri,O
T0414,umar,O
T0414,22,B-AGE
T0414,saal,O
T0414,hai,O
T0414,aur,O
T0414,saalana,O
T0414,kamai,O
T0414,120000,B-ANNUAL_INCOME
T0414,rupe,O
T0414,hai,O
T0415,I,O
T0415,belong,O
T0415,to,O
T0415,OBC,B-CASTE_CATEGORY
T0415,category,O
T0415,from,O
T0415,West,B-STATE
T0415,Bengal,I-STATE
T0415,Age,O
T0415,is,O
T0415,26,B-AGE
T0415,profession,O
T0415,is,O
T0415,daily,B-OCCUPATION
T0415,wage,I-OCCUPATION
T0415,worker,I-OCCUPATION
T0415,income,O
T0415,around,O
T0415,120000,B-ANNUAL_INCOME
T0416,Main,O
T0416,Bihar,B-STATE
T0416,se,O
T0416,ek,O
T0416,kisan,B-OCCUPATION
T0416,hu,O
T0416,meri,O
T0416,umar,O
T0416,41,B-AGE
T0416,saal,O
T0416,hai,O
T0416,aur,O
T0416,saalana,O
T0416,kamai,O
T0416,120000,B-ANNUAL_INCOME
T0416,rupe,O
T0416,hai,O
T0417,I,O
T0417,am,O
T0417,a,O
T0417,36,B-AGE
T0417,year,O
T0417,old,O
T0417,male,B-GENDER
T0417,labour,B-OCCUPATION
T0417,living,O
T0417,in,O
T0417,Karnataka,B-STATE
T0417,My,O
T0417,annual,O
T0417,household,O
T0417,income,O
T0417,is,O
T0417,350000,B-ANNUAL_INCOME
T0417,rupees,O
T0418,Mera,O
T0418,naam,O
T0418,Ramesh,O
T0418,hai,O
T0418,main,O
T0418,West,B-STATE
T0418,Bengal,I-STATE
T0418,ka,O
T0418,rehne,O
T0418,wala,O
T0418,hu,O
T0418,Main,O
T0418,General,B-CASTE_CATEGORY
T0418,category,O
T0418,se,O
T0418,ek,O
T0418,mahila,B-GENDER
T0418,hu,O
T0418,aur,O
T0418,bunkar,B-OCCUPATION
T0418,hu,O
T0418,Aamdani,O
T0418,350000,B-ANNUAL_INCOME
T0418,per,O
T0418,year,O
T0418,hai,O
T0419,I,O
T0419,am,O
T0419,a,O
T0419,40,B-AGE
T0419,year,O
T0419,old,O
T0419,male,B-GENDER
T0419,farmer,B-OCCUPATION
T0419,living,O
T0419,in,O
T0419,Uttar,B-STATE
T0419,Pradesh,I-STATE
T0419,My,O
T0419,annual,O
T0419,household,O
T0419,income,O
T0419,is,O
T0419,200000,B-ANNUAL_INCOME
T0419,rupees,O
T0420,Namaste,O
T0420,main,O
T0420,42,B-AGE
T0420,varsh,O
T0420,ka,O
T0420,kisan,B-OCCUPATION
T0420,hu,O
T0420,Maharashtra,B-STATE
T0420,se,O
T0420,Meri,O
T0420,income,O
T0420,80000,B-ANNUAL_INCOME
T0420,rupaye,O
T0420,hai,O
T0420,aur,O
T0420,main,O
T0420,OBC,B-CASTE_CATEGORY
T0420,varg,O
T0420,se,O
T0420,hoon,O
T0420,Main,O
T0420,divyang,B-DISABILITY
T0420,hu,O
T0421,I,O
T0421,am,O
T0421,a,O
T0421,29,B-AGE
T0421,year,O
T0421,old,O
T0421,male,B-GENDER
T0421,labour,B-OCCUPATION
T0421,living,O
T0421,in,O
T0421,Rajasthan,B-STATE
T0421,My,O
T0421,annual,O
T0421,household,O
T0421,income,O
T0421,is,O
T0421,200000,B-ANNUAL_INCOME
T0421,rupees,O
T0422,Main,O
T0422,Uttar,B-STATE
T0422,Pradesh,I-STATE
T0422,se,O
T0422,ek,O
T0422,artisan,B-OCCUPATION
T0422,hu,O
T0422,meri,O
T0422,umar,O
T0422,47,B-AGE
T0422,saal,O
T0422,hai,O
T0422,aur,O
T0422,saalana,O
T0422,kamai,O
T0422,600000,B-ANNUAL_INCOME
T0422,rupe,O
T0422,hai,O
T0423,I,O
T0423,belong,O
T0423,to,O
T0423,OBC,B-CASTE_CATEGORY
T0423,category,O
T0423,from,O
T0423,Maharashtra,B-STATE
T0423,Age,O
T0423,is,O
T0423,51,B-AGE
T0423,profession,O
T0423,is,O
T0423,kisan,B-OCCUPATION
T0423,income,O
T0423,around,O
T0423,80000,B-ANNUAL_INCOME
T0424,Namaste,O
T0424,main,O
T0424,21,B-AGE
T0424,varsh,O
T0424,ka,O
T0424,unemployed,B-OCCUPATION
T0424,hu,O
T0424,Rajasthan,B-STATE
T0424,se,O
T0424,Meri,O
T0424,income,O
T0424,0,B-ANNUAL_INCOME
T0424,rupaye,O
T0424,hai,O
T0424,aur,O
T0424,main,O
T0424,ST,B-CASTE_CATEGORY
T0424,varg,O
T0424,se,O
